Season,Name,Position,Team,Conference,AveragePPA All,AveragePPA Pass,AveragePPA Rush,AveragePPA FirstDown,AveragePPA SecondDown,AveragePPA ThirdDown,AveragePPA StandardDowns,AveragePPA PassingDowns,TotalPPA All,TotalPPA Pass,TotalPPA Rush,TotalPPA FirstDown,TotalPPA SecondDown,TotalPPA ThirdDown,TotalPPA StandardDowns,TotalPPA PassingDowns,index_combine,Season_combine,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Overall Pick,Combine Participation
2024,Marcus Yarns,RB,Delaware,CAA,0.405,1.514,0.264,0.264,0.69,0.453,0.436,0.268,61.12,25.739,35.38,17.687,28.972,14.938,53.605,7.514,244,2025,70.875,193,9.125,31.125,76.375,4.45,37.5,11,122,6.72,4.52,300,1
2024,Efton Chism III,WR,Eastern Washington,Big Sky,0.843,0.843,-0.414,0.598,0.805,1.327,0.687,1.147,81.789,81.789,0,19.726,31.401,31.846,43.952,37.837,253,2025,70.125,195,9.125,30.125,73.375,4.71,34.5,16,118,6.77,4.06,300,1
2024,Antwane Wells Jr.,WR,Ole Miss,SEC,0.823,1.059,-2.607,1.009,0.804,1.26,0.698,1.127,25.498,30.711,-5.214,18.17,6.434,5.041,15.354,10.143,254,2025,72.750,201,8.875,31.5,77.125,4.58,34,11,124,7.43,4.07,300,1
2024,Matthew Golden,WR,Texas,SEC,1.055,1.055,-0.099,0.631,1.056,1.974,0.673,1.789,77.045,77.045,0,21.46,22.186,29.606,32.322,44.723,15,2025,71,191,9.5,30.625,76.375,4.29,27.78,11,115.1,6.65,4.03,23,1
2024,Gavin Bartholomew,TE,Pittsburgh,ACC,0.627,0.651,-0.243,0.456,0.642,0.89,0.613,0.649,23.211,23.454,-0.243,5.927,8.987,8.011,13.476,9.735,263,2025,76.625,246,9.875,31.375,78.375,4.7,24.5,33,115.5,8.19,4.97,202,1
2024,Jimmy Horn Jr.,WR,Colorado,B12,0.839,0.872,-0.288,0.579,0.991,1.045,0.817,0.861,29.35,29.638,-0.288,8.109,12.878,8.364,14.706,14.644,209,2025,68.125,174,8.75,30.375,74.5,4.46,38,27,128,6.65,4.41,208,1
2024,Jarquez Hunter,RB,Auburn,SEC,0.284,0.489,0.259,0.077,0.328,0.724,0.228,0.526,58.874,11.243,47.631,8.014,20.677,28.25,38.374,20.499,152,2025,69.375,204,9.5,30,72.625,4.44,33.5,21,120,6.81,4.97,117,1
2024,Konata Mumpfield,WR,Pittsburgh,ACC,1.345,1.345,0.186,1.21,0.913,2.05,1.231,1.474,63.211,63.211,0,24.209,15.517,18.45,30.774,32.437,286,2025,71.375,186,8.5,29.375,74.375,4.59,36,19,124,7.37,4.03,242,1
2024,Ollie Gordon,RB,Oklahoma State,B12,0.22,0.661,0.142,0.098,-0.019,0.751,0.239,0.135,46.65,21.141,25.509,11.101,-1.091,27.025,41.533,5.117,103,2025,73.375,226,9.5,32.75,80,4.61,34.5,33,120,6.84,4.87,179,1
2024,Colston Loveland,TE,Michigan,B1G,1.011,1.065,-0.329,0.501,0.973,2.199,0.71,1.534,52.591,53.249,-0.658,10.531,22.374,15.396,23.445,29.146,9,2025,77.75,248,10,32.75,79.375,5.45,24.5,11,101.3,6.65,4.03,10,0
2024,Mason Taylor,TE,LSU,SEC,0.594,0.594,-0.726,0.357,0.326,0.931,0.489,0.796,41.574,41.574,0,9.286,6.188,19.552,22.476,19.097,38,2025,77.125,251,10,32.25,78.75,4.28,24.5,33,110.7,6.65,4.97,42,0
2024,Damien Martinez,RB,Miami,ACC,0.382,0.89,0.317,0.397,0.012,1.004,0.359,0.517,66.921,17.797,49.125,40.068,0.577,24.085,53.467,13.454,118,2025,71.625,217,9.5,30.5,75.25,4.51,35,33,124,6.95,4.97,223,1
2024,Isaiah Bond,WR,Texas,SEC,1.053,0.985,2.065,0.799,1.52,1.023,0.911,1.269,50.542,44.347,6.195,16.769,21.287,11.251,26.433,24.109,89,2025,70.625,180,8.5,30.5,75.5,4.39,31.95,15,113.3,6.65,4.09,300,1
2024,Kaleb Johnson,RB,Iowa,B1G,0.214,0.482,0.189,0.139,0.22,0.754,0.16,0.463,54.166,10.615,43.551,20.479,17.151,20.365,33.34,20.827,50,2025,73.000,224,9.625,33,78.5,4.57,37.78,33,109.6,6.97,4.03,83,1
2024,DJ Giddens,RB,Kansas State,B12,0.274,0.634,0.231,0.087,0.396,0.414,0.271,0.281,59.898,14.593,45.305,9.262,28.495,15.738,45.565,14.332,124,2025,72.250,212,9.25,30.375,75.25,4.43,39.5,33,130,7.84,4.33,151,1
2024,Jayden Higgins,WR,Iowa State,B12,1.178,1.178,-0.097,1.043,0.766,1.816,0.906,1.437,103.641,103.641,0,27.115,26.812,43.594,38.976,64.665,63,2025,76.125,214,9.125,33.125,80,4.47,39,11,128,7.75,4.03,34,1
2024,Bhayshul Tuten,RB,Virginia Tech,ACC,0.227,0.137,0.238,0.066,0.119,1.193,0.209,0.283,46.39,3.016,43.374,7.314,8.349,25.046,32.237,14.154,138,2025,69.250,206,9,29.5,72.875,4.32,40.5,33,130,6.65,4.41,104,1
2024,Elic Ayomanor,WR,Stanford,ACC,0.962,0.962,-0.181,0.64,0.764,1.429,0.796,1.256,69.282,69.282,0,19.829,16.051,22.862,36.622,32.66,62,2025,73.750,206,10,32.375,78.375,4.44,38.5,33,127,6.7,4.31,136,1
2024,Quinn Ewers,QB,Texas,SEC,0.321,0.315,0.424,0.083,0.44,0.603,0.159,0.551,156.045,145.033,11.012,15.843,68.679,75.342,45.24,110.805,92,2025,74.125,214,9.375,30.75,75,4.28,24.5,22,138,7.95,4.97,231,0
2024,Ashton Jeanty,RB,Boise State,MWC,0.298,0.342,0.295,0.137,0.38,0.682,0.282,0.37,114.417,7.872,106.544,28.199,48.993,31.358,89.226,25.191,3,2025,68.5,211,9.25,29.25,72.75,4.58,34.92,11,111.8,7.11,4.97,6,0
2024,Lequint Allen,RB,Syracuse,ACC,0.189,0.499,0.088,0.038,0.27,0.665,0.134,0.429,54.332,35.396,18.936,6.207,24.863,18.611,31.148,23.184,157,2025,72.125,204,10.125,32,78.625,4.65,35,33,120,7.25,4.97,236,1
2024,Trell Harris,WR,Virginia,ACC,1.43,1.43,0.602,1.359,1.064,2.753,1.122,2.278,21.456,21.456,0,8.155,6.385,2.753,12.345,9.111,65,2025,74.375,205,9.625,31.875,78.25,4.54,38.5,15,125,6.93,4.05,55,1
2024,Dylan Sampson,RB,Tennessee,SEC,0.226,0.306,0.219,0.158,0.054,0.63,0.258,0.108,62.445,6.724,55.721,21.363,5.15,26.452,56.204,6.242,72,2025,68.125,200,8.75,30.5,73,4.43,35,13,124,6.74,4.03,126,1
2024,Jalen Royals,WR,Utah State,MWC,1.318,1.353,-0.296,0.734,1.405,2.03,1.075,2.006,60.61,60.905,-0.296,16.882,16.855,20.296,36.543,24.067,71,2025,72.000,205,9.5,30.125,73.75,4.42,35.58,13,122.1,7.24,4.03,133,1
2024,Harold Fannin,TE,Bowling Green,MAC,0.824,0.83,0.74,0.676,0.891,0.816,0.774,0.91,113.747,107.083,6.664,37.864,38.322,26.935,67.361,46.386,73,2025,75.250,241,9.25,32.25,79.25,4.71,34,22,118,6.97,4.39,67,1
2024,Marcus II Harris,RB,Alabama State,SWAC,-0.021,-0.124,-0.018,-0.023,-0.129,0.13,0.003,-0.146,-0.912,-0.124,-0.788,-0.53,-1.552,1.17,0.112,-1.024,309,2025,70.750,189,8.875,29.75,75,4.45,37.75,11,122.3,6.65,4.97,183,1
2024,Andrew Armstrong,WR,Arkansas,SEC,1.025,1.037,0.542,0.795,1.137,1.232,0.854,1.256,91.268,90.185,1.084,31.795,35.258,20.943,43.554,47.715,291,2025,75.750,202,9.625,32.125,79.5,4.51,37.5,11,124,6.97,4.18,300,1
2024,Isaac Teslaa,WR,Arkansas,SEC,1.399,1.399,0.331,0.958,1.135,2.208,1.009,1.878,40.557,40.557,0,14.37,5.676,17.665,16.142,24.414,238,2025,75.625,214,10,31.125,76.75,4.43,39.5,17,129,6.85,4.05,70,1
2023,Michael Penix Jr.,QB,Washington,PAC,0.461,0.462,0.441,0.355,0.452,0.671,0.435,0.511,253.929,242.012,11.917,91.512,74.616,79.215,158.343,95.586,147,2024,74.25,216,10.5,33.625,81,4.79,32.5,17,112,7.04,4.26,8,0
2023,Tyrone Tracy Jr.,RB,Purdue,B1G,0.252,0.3,0.244,0.208,0.288,0.733,0.173,0.58,31.014,5.395,25.619,12.476,12.114,12.453,17.084,13.93,149,2024,71.125,209,9.125,31.75,76.625,4.48,40,22,124,6.81,4.06,166,1
2023,Joe Milton,QB,Tennessee,SEC,0.448,0.432,0.534,0.412,0.415,0.685,0.411,0.51,175.049,143.018,32.031,69.637,49.405,65.76,100.607,74.442,195,2024,77.125,235,10.25,33.375,80,5.06,35,18,121,5.72,4.06,193,1
2023,Jordan Travis,QB,Florida State,ACC,0.416,0.422,0.379,0.204,0.523,0.548,0.268,0.648,163.357,140.234,23.123,30.416,66.445,58.04,64.219,99.138,283,2024,73.125,200,9,31.375,76,4.67,32,16,104,8.25,4.44,171,0
2023,Brevyn Spann-Ford,TE,Minnesota,B1G,0.77,0.77,-0.243,0.675,0.865,0.852,0.605,0.952,16.176,16.176,0,6.754,3.46,5.963,6.652,9.524,267,2024,78.5,260,10.25,33.375,80,4.77,31.5,28,116,7.38,4.31,300,1
2023,Jack Westover,TE,Washington,PAC,0.756,0.722,1.542,0.501,0.76,1.049,0.824,0.519,37.028,33.943,3.085,11.521,11.397,9.444,31.314,5.714,304,2024,74.625,243,9.125,32.125,77.125,4.64,35,28,122,7.03,4.34,300,0
2023,Devin Culp,TE,Washington,PAC,0.892,0.892,-0.144,0.806,-0.05,2.121,0.847,0.958,17.831,17.831,0,7.253,-0.251,10.607,10.166,7.666,55,2024,75.125,231,9.25,32.875,78.5,4.47,35,28,121,6.99,4.39,246,0
2023,Devin Leary,QB,Kentucky,SEC,0.319,0.326,0.194,0.17,0.351,0.581,0.288,0.356,122.256,118.574,3.682,23.58,44.957,63.954,59.68,62.576,167,2024,73.25,215,9.5,30.875,74.375,4.78,32,18,112,7.07,4.29,218,0
2023,Sam Hartman,QB,Notre Dame,Ind,0.467,0.494,0.211,0.198,0.614,0.689,0.391,0.579,155.827,149.084,6.743,25.32,68.102,58.561,78.253,77.575,112,2024,73.125,211,9.75,31.375,75.25,4.8,28.5,12,109,7.19,4.34,300,1
2023,Dylan Laube,RB,New Hampshire,CAA,0.343,0.927,0.096,0.168,0.033,1.05,0.296,0.605,56.611,45.435,11.176,15.655,1.404,24.147,41.488,15.123,165,2024,69.875,206,9.25,29.375,71.125,4.54,37,23,118,6.84,4.02,208,1
2023,Austin Reed,QB,Western Kentucky,CUSA,0.368,0.366,0.398,0.131,0.265,0.835,0.263,0.539,180.56,166.228,14.332,24.296,43.188,104.335,79.711,100.848,235,2024,73.5,220,9.875,30.125,73.375,4.82,32.5,16,114,6.69,4.23,300,0
2023,Isaac Guerendo,RB,Louisville,ACC,0.31,0.631,0.247,0.327,0.299,0.484,0.302,0.35,43.381,14.504,28.877,23.534,16.771,5.321,35.333,8.048,100,2024,72,221,9.25,30.75,74.875,4.33,41.5,22,129,6.94,4.15,129,1
2023,Dallin Holker,TE,Colorado State,MWC,0.906,1.056,-2.346,0.79,0.645,1.422,0.675,1.357,61.601,68.64,-7.039,17.374,19.985,19.914,30.386,31.215,117,2024,75.375,241,10.25,33.625,78.125,4.78,32.5,28,122,6.83,4.21,300,1
2023,Tanner McLachlan,TE,Arizona,PAC,0.816,0.816,-0.442,0.512,0.748,1.142,0.824,0.809,28.552,28.552,0,5.123,9.724,13.705,12.367,16.185,188,2024,77.125,244,9.375,31.625,77.25,4.61,35,28,117,7.06,4.35,194,1
2023,Cody Schrader,RB,Missouri,SEC,0.193,0.466,0.17,0.119,0.111,0.815,0.177,0.282,56.598,10.71,45.888,19.266,11.124,24.464,43.618,12.98,256,2024,68.5,202,9.125,28.125,68.625,4.61,33,22,118,6.84,4.23,300,1
2023,Bo Nix,QB,Oregon,PAC,0.604,0.613,0.532,0.373,0.713,0.948,0.488,0.866,285.842,259.785,26.058,78.016,110.44,92.002,159.46,126.382,209,2024,74.125,214,10.125,30.875,74.25,4.77,32,17,111,7.2,4.29,12,0
2023,Spencer Rattler,QB,South Carolina,SEC,0.342,0.324,0.472,0.267,0.426,0.417,0.331,0.354,164.447,136.582,27.865,47.215,66.433,54.573,84.333,80.114,233,2024,72.25,211,9.875,31,74.75,4.95,32,13,108,7.21,4.37,150,1
2023,Jayden Daniels,QB,LSU,SEC,0.691,0.642,0.838,0.622,0.676,1.014,0.62,0.864,300.687,209.381,91.306,128.812,100.006,73.019,190.917,109.77,56,2024,75.25,210,9.375,32.5,78.5,4.75,32,17,109,7.47,4.34,2,0
2023,Cornelius Johnson,WR,Michigan,B1G,0.74,0.764,0.326,0.717,0.838,0.368,0.634,1.229,41.46,40.482,0.978,20.795,15.09,2.945,29.173,12.287,137,2024,74.75,212,8.625,31.875,77.25,4.44,37.5,15,127,6.85,4.1,253,1
2023,Cade Stover,TE,Ohio State,B1G,0.984,0.984,-1.198,1.19,0.737,1.309,1.083,0.78,39.377,39.377,0,15.471,14.746,9.16,29.234,10.144,270,2024,75.875,247,9.75,32.75,77.25,4.65,34.5,28,117,7.07,4.45,123,1
2023,Luke McCaffrey,WR,Rice,AAC,0.759,0.794,0.505,0.374,0.981,1.506,0.455,1.259,80.422,73.856,6.566,17.194,40.235,21.09,30.06,50.362,180,2024,73.625,198,9.625,30.125,74.5,4.46,36,13,121,6.7,4.02,100,1
2023,Jha'Quan Jackson,WR,Tulane,AAC,0.76,0.767,0.708,1.02,0.46,0.027,0.957,0.321,31.931,28.392,3.538,18.361,5.978,0.215,27.76,4.17,125,2024,69.125,188,8.875,30.875,74.875,4.42,32,12,118,6.9,4.2,182,1
2023,Erick All,TE,Iowa,B1G,1.253,1.497,-3.628,0.813,0.671,1.914,1.27,1.227,26.318,29.946,-3.628,7.319,2.683,13.399,16.504,9.814,3,2024,76.375,252,10.125,33,79,4.65,35,28,121,7.07,4.31,115,0
2023,Ricky Pearsall,WR,Florida,SEC,1.006,0.955,2.219,1.186,0.645,1.14,1.002,1.014,74.472,67.815,6.657,33.209,18.706,15.963,46.072,28.4,221,2024,73,189,9.25,30.875,73.375,4.41,42,17,129,6.64,4.05,31,1
2023,Tayvion Robinson,WR,Kentucky,SEC,0.866,0.888,0.293,0.436,0.818,1.393,0.597,1.167,47.647,47.06,0.586,8.277,13.082,25.066,17.308,30.339,246,2024,70.5,191,9.25,31,75.25,4.43,38,16,125,6.88,4.17,300,0
2023,Kedon Slovis,QB,BYU,B12,0.251,0.229,0.61,0.043,0.471,0.292,0.199,0.338,56.073,48.142,7.931,4.099,27.779,18.073,27.716,28.357,261,2024,74.5,223,9.875,31.125,74.375,4.55,30,16,118,6.57,4.15,300,1
2023,Ainias Smith,WR,Texas A&M,SEC,0.813,0.864,0.269,0.537,0.743,1.109,0.551,1.108,56.923,55.31,1.612,13.413,17.09,23.282,20.373,36.549,262,2024,69.375,190,8.5,29,70.25,4.42,41.5,21,131,6.87,4.16,152,1
2023,Jamari Thrash,WR,Louisville,ACC,1.095,1.103,0.804,0.597,1.078,1.666,0.666,1.814,82.097,80.489,1.608,17.322,23.71,38.309,31.314,50.784,281,2024,71.75,188,8.625,31,74.5,4.46,34,12,120,7.16,4.19,156,1
2023,Xavier Weaver,WR,Colorado,PAC,0.724,0.674,2.667,0.416,0.579,1.778,0.438,1.308,57.209,51.875,5.334,16.239,15.063,23.12,23.208,34.001,303,2024,72.25,169,8.875,31.125,73.25,4.39,37.5,13,126,6.91,4.25,300,0
2023,Jase McClellan,RB,Alabama,SEC,0.173,0.431,0.146,0.092,0.086,0.776,0.124,0.362,34.16,8.194,25.966,9.497,6.045,18.619,19.316,14.844,182,2024,70.375,221,10.25,31.125,75.5,4.54,36,20,121,7.09,4.25,186,1
2023,Kendall Milton,RB,Georgia,SEC,0.372,0.128,0.378,0.363,0.28,0.735,0.375,0.343,43.1,0.385,42.715,23.601,12.301,3.676,38.982,4.118,196,2024,73.5,225,9.625,31.75,77.5,4.62,35.5,18,124,7.11,4.38,300,1
2023,MarShawn Lloyd,RB,USC,PAC,0.397,1.197,0.295,0.322,0.408,0.75,0.339,0.734,49.172,16.751,32.42,25.147,14.687,6.746,35.968,13.204,175,2024,68.75,220,8.75,30.375,73.625,4.46,36,25,118,7.07,4.25,88,1
2023,Jermaine Burton,WR,Alabama,SEC,1.199,1.204,0.946,0.758,1.376,1.606,0.716,1.702,63.567,62.62,0.946,12.889,23.399,28.906,19.322,44.245,33,2024,72.25,196,9.875,31,74.875,4.45,38.5,17,133,6.86,4.15,80,1
2023,Blake Corum,RB,Michigan,B1G,0.244,0.472,0.231,0.146,0.233,0.488,0.262,0.148,63.805,7.078,56.727,20.143,20.754,12.69,57.893,5.912,51,2024,67.75,205,9,28.875,70.125,4.53,35.5,27,119,6.82,4.12,83,1
2023,Lideatrick Griffin,WR,Mississippi State,SEC,0.624,0.799,-0.008,0.174,0.996,1.15,0.345,1.058,43.043,43.163,-0.12,5.401,24.895,12.653,14.487,28.556,99,2024,70,181,9.125,30.625,72.75,4.43,35.5,14,124,7,4.35,300,1
2023,Jaheim Bell,TE,Florida State,ACC,0.455,0.544,-0.673,0.196,0.666,1.38,0.195,1.216,25.027,27.719,-2.693,4.907,11.996,13.797,8,17.027,17,2024,74,241,10,33,78.75,4.61,35,28,124,7.01,4.34,231,1
2023,Trey Benson,RB,Florida State,ACC,0.145,0.567,0.082,0.135,0.089,0.627,0.136,0.202,25.595,13.043,12.552,13.915,5.152,7.52,20.743,4.852,18,2024,72.25,216,9.25,31.5,76.375,4.39,33.5,22,122,6.98,4.25,66,1
2023,Re'Mahn Davis,RB,Kentucky,SEC,0.262,0.66,0.189,0.075,0.403,1.034,0.198,0.471,59.281,23.091,36.191,9.622,29.824,21.704,34.333,24.948,59,2024,68.375,211,8.875,30.25,74,4.52,35,22,119,6.96,4.51,128,1
2023,Anthony Gould,WR,Oregon State,PAC,0.983,1.137,-0.151,0.65,0.796,2.209,0.63,1.512,49.14,50.043,-0.903,13.645,15.913,17.675,18.892,30.247,94,2024,68.375,174,8.875,29.625,69.875,4.39,39.5,18,129,6.9,4.16,142,1
2023,George Holani,RB,Boise State,MWC,0.267,0.574,0.223,0.243,-0.092,1.563,0.259,0.302,37.954,10.326,27.629,20.196,-4.119,21.876,29.497,8.457,116,2024,70.375,208,9.75,29.75,72.375,4.52,39,24,127,6.77,4.33,300,1
2023,Jawhar Jordan,RB,Louisville,ACC,0.302,0.601,0.261,0.302,0.051,0.816,0.305,0.282,59.813,14.435,45.377,30.505,3.508,20.409,52.201,7.611,145,2024,69.5,193,8.5,30.125,71,4.56,34.5,22,121,6.65,4.22,205,0
2023,Xavier Legette,WR,South Carolina,SEC,0.988,1.09,-0.164,1.039,0.802,1.416,0.965,1.013,96.795,98.104,-1.309,31.181,29.69,33.986,49.203,47.592,170,2024,73,221,9,31.875,77.5,4.39,40,18,126,6.83,4.07,32,1
2023,Ja'Lynn Polk,WR,Washington,PAC,0.959,0.954,1.023,0.996,0.688,1.574,0.925,1.038,80.522,75.404,5.117,44.816,19.964,15.742,54.57,25.952,224,2024,73.375,203,9.75,31.75,74.5,4.52,37.5,16,129,6.86,4.13,37,1
2023,Jared Wiley,TE,TCU,B12,0.92,0.92,-0.584,0.333,1.194,1.648,0.711,1.327,51.515,51.515,0,7.323,22.694,21.418,26.297,25.218,307,2024,78.125,249,9.5,33.25,79.25,4.62,37,28,118,7.19,4.33,131,1
2023,Jalen McMillan,WR,Washington,PAC,0.602,0.594,0.711,0.494,0.777,0.436,0.633,0.504,37.321,34.476,2.844,14.32,13.985,6.099,29.764,7.557,190,2024,73,197,10,31.125,77.375,4.47,37,15,127,6.94,4.18,92,1
2023,Kimani Vidal,RB,Troy,SBC,0.238,0.679,0.207,0.062,0.293,0.651,0.194,0.427,72.421,13.574,58.847,10.135,27.27,27.355,47.66,24.761,293,2024,67.875,213,9.375,30.375,73.25,4.46,37.5,18,120,7.01,4.15,181,1
2023,Troy Franklin,WR,Oregon,PAC,1.271,1.271,0.056,0.734,1.551,1.976,0.977,1.829,114.366,114.366,0,27.161,48.068,37.543,57.666,56.7,85,2024,73.875,176,8.75,31.875,77.25,4.41,39,13,124,6.9,4.31,102,1
2023,Rome Odunze,WR,Washington,PAC,0.984,0.99,0.83,0.772,0.861,1.677,0.879,1.2,114.144,110.825,3.319,40.904,34.432,33.547,68.526,45.618,214,2024,74.875,212,9.25,32.25,76.75,4.45,39,15,124,6.88,4.03,9,1
2023,Drake Maye,QB,North Carolina,ACC,0.424,0.379,0.679,0.195,0.461,0.737,0.355,0.53,215.784,164.166,51.618,39.397,83.48,84.777,109.686,106.098,179,2024,76.375,223,9.125,32.25,76.125,4.83,32.5,17,116,6.61,4.17,3,0
2023,Roman Wilson,WR,Michigan,B1G,1.441,1.462,0.406,1.252,1.124,2.228,1.301,1.707,74.954,74.548,0.406,25.033,17.982,31.19,44.236,30.718,316,2024,70.75,185,9.375,30.375,72.5,4.39,35,12,120,6.9,4.2,84,1
2023,Will Shipley,RB,Clemson,ACC,0.159,0.406,0.1,0.147,0.063,0.353,0.133,0.233,31.997,15.821,16.176,13.833,4.966,8.467,19.665,12.332,257,2024,71,206,9.625,30.25,74.125,4.51,35,22,122,6.82,4.23,127,0
2023,Ja'Tavion Sanders,TE,Texas,B12,0.893,0.868,2.035,0.549,0.722,1.478,0.903,0.869,42.848,40.814,2.035,11.52,9.382,16.263,29.811,13.037,255,2024,75.875,245,10.125,32.875,78.25,4.69,35,28,121,7.04,4.32,101,1
2023,Caleb Williams,QB,USC,PAC,0.456,0.446,0.511,0.265,0.489,0.607,0.368,0.614,211.413,175.649,35.764,51.979,76.834,60.081,110.043,101.371,309,2024,73.125,214,9.75,32,75.875,4.78,32,18,111,7.14,4.3,1,0
2023,Miyan Williams,RB,Ohio State,B1G,-0.005,0.374,-0.033,-0.079,0.234,-0.331,-0.03,0.127,-0.242,1.122,-1.364,-1.817,2.569,-2.978,-1.127,0.886,313,2024,68.5,229,9,28.625,69.625,4.56,36,22,119,7.25,4.26,300,0
2023,Brock Bowers,TE,Georgia,SEC,0.776,0.817,0.423,0.607,0.67,1.395,0.637,1.087,52.776,49.817,2.958,21.239,13.408,18.129,29.946,22.829,25,2024,75.125,243,9.75,32.75,78.25,4.64,35,28,122,7.03,4.34,13,0
2023,Marvin Harrison Jr.,WR,Ohio State,B1G,1.28,1.265,2.604,1.064,0.972,1.915,1.065,1.58,110.103,107.499,2.604,34.051,28.18,47.872,53.237,56.866,110,2024,75.25,209,9.5,31.875,77.25,4.46,38,15,127,6.85,4.11,4,0
2023,Brian Thomas Jr.,WR,LSU,SEC,1.312,1.327,0.752,1.031,1.54,1.52,1.25,1.503,101.058,99.554,1.504,35.052,49.285,16.722,72.505,1,279,2024,74.875,209,9.75,32.75,79.625,4.33,38.5,11,126,6.85,4.11,23,1
2023,J.J. McCarthy,QB,Michigan,B1G,0.526,0.516,0.605,0.336,0.41,0.822,0.438,0.668,198.441,171.814,26.627,47.009,52.532,81.41,101.53,96.911,181,2024,74.5,219,9,31.625,75.875,4.81,32.5,17,114,6.82,4.23,10,1
2023,Emani Bailey,RB,TCU,B12,0.181,0.417,0.154,0.278,0.096,0.061,0.106,0.468,39.901,9.587,30.314,30.035,8.472,1.281,18.37,21.531,10,2024,67.375,202,9.75,29.875,70.75,4.61,33.5,22,116,6.87,4.23,300,1
2023,Keilan Robinson,RB,Texas,B12,0.543,0.167,0.878,0.186,0.923,1.014,0.098,2.624,9.239,1.337,7.902,1.675,5.536,2.028,1.367,7.872,244,2024,68.375,191,9.625,30.625,74.375,4.42,33,22,125,6.61,4.22,167,1
2023,Trey Knox,TE,South Carolina,SEC,0.567,0.567,-0.375,0.584,0.107,1.153,0.609,0.502,23.253,23.253,0,9.93,1.598,8.074,15.216,8.038,160,2024,75,240,9.375,34.25,78.75,4.64,32.5,28,121,7.09,4.54,300,1
2023,Tahj Washington,WR,USC,PAC,1.369,1.378,0.835,1.158,1.628,1.832,1.172,2.08,82.132,81.297,0.835,34.751,21.161,27.48,55.089,27.043,298,2024,69.75,174,8.375,29.125,70,4.41,35,13,122,6.92,4.24,241,1
2023,Michael Wiley,RB,Arizona,PAC,0.274,0.945,0.072,0.109,0.377,0.678,0.173,0.607,21.34,17.008,4.332,4.232,11.681,5.427,10.407,1,308,2024,70.5,210,9.25,30,74.125,4.51,33.5,22,119,6.93,4.43,300,1
2023,Isaiah Williams,WR,Illinois,B1G,0.547,0.612,0.036,0.421,0.484,0.833,0.461,0.73,63.481,63.014,0.467,19.353,19.34,21.66,36.454,27.026,311,2024,69.25,182,9.125,30.125,72.75,4.63,38,17,123,6.75,4.2,300,1
2023,Jordan Whittington,WR,Texas,B12,0.679,0.667,0.863,0.337,0.478,1.349,0.465,1.038,34.62,32.031,2.589,7.41,7.644,16.186,14.895,19.725,305,2024,72.625,205,10,30.375,73.625,4.45,40,18,128,6.85,4.12,213,1
2023,Devaughn Vele,WR,Utah,PAC,0.898,0.898,0.044,0.645,0.853,1.445,0.766,1.162,43.102,43.102,0,15.481,10.234,15.891,24.506,18.596,291,2024,76,203,9.75,33.5,79.125,4.47,36,13,126,6.86,4.14,235,1
2023,Malik Washington,WR,Virginia,ACC,0.799,0.828,-0.943,0.485,0.759,1.468,0.532,1.217,98.302,100.188,-1.886,27.618,28.1,41.102,39.894,58.409,299,2024,68.5,191,9.25,30.375,72.875,4.47,42.5,19,126,6.87,4.16,184,1
2023,Audric Estime,RB,Notre Dame,Ind,0.334,0.602,0.309,0.34,0.114,0.763,0.275,0.667,65.857,10.23,55.628,38.417,6.984,15.256,45.862,19.995,75,2024,71.375,221,10.25,32.375,76.5,4.71,38,23,125,7,4.25,147,1
2023,Isaiah Williams,RB,San Diego,Pioneer,0.164,0.386,0.144,-0.033,0.252,0.56,0.111,0.313,29.064,5.786,23.278,-2.975,15.871,11.203,14.371,14.693,311,2024,69.25,182,9.125,30.125,72.75,4.63,38,17,123,6.75,4.2,300,1
2023,Jacob Cowing,WR,Arizona,PAC,0.755,0.806,0.115,0.623,0.153,1.362,0.748,0.765,51.33,50.757,0.574,13.715,3.376,31.322,31.428,19.902,52,2024,68.375,168,9,29.25,69.125,4.38,36,13,119,7.02,4.32,135,1
2023,A.J. Barner,TE,Michigan,B1G,0.861,0.861,-0.268,0.376,0.79,1.301,0.67,1.005,18.089,18.089,0,1.879,7.106,9.104,6.03,1,12,2024,78,251,9,33.375,81.875,4.65,35,28,119,7.07,4.32,121,0
2023,Malik Nabers,WR,LSU,SEC,0.875,0.885,-0.197,0.873,0.712,1.229,0.77,1.134,99.799,99.996,-0.197,46.279,25.647,25.8,62.386,37.413,206,2024,71.75,200,9.875,31.375,76.5,4.45,38,15,126,6.86,4.14,6,0
2023,Adonai Mitchell,WR,Texas,B12,0.818,0.85,-0.328,0.461,0.947,2.07,0.521,1.375,58.866,59.522,-0.656,16.596,22.732,22.775,24.495,1,198,2024,73.25,205,9,32.375,77.625,4.34,39.5,19,136,6.84,4.11,52,1
2023,Ladd McConkey,WR,Georgia,SEC,1.212,1.174,1.836,0.876,1.091,2.051,0.96,1.512,42.424,38.753,3.672,14.015,12.003,16.406,18.235,24.189,183,2024,71.625,186,8.625,30.25,72,4.39,36,13,124,6.89,4.19,34,1
