Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2024,LB,LB,Michigan,Big Ten,74.25,238,9.375,77.5,4.62,34.5,18,119.0,7.4,4.38,0,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 2-3,0,0.2292872808249946,32,47.107438016528924,55.172413793103445
2024,WR,Skill,Pittsburgh,ACC,73.0,212,10.125,79.375,4.43,39.5,19,122.0,6.85,4.1,1,-0.369,43.622,32.282,60.013,38.896,0,0,Rounds 6-7,1,0.22894304613729122,33,47.5206611570248,56.896551724137936
2024,P,Special Teams,BYU,Big 12,76.375,235,8.875,76.375,4.63,35.5,19,123.0,7.05,4.31,0,-1.805,52.478,36.286,62.31,60.603,0,0,Undrafted,0,0.22884575872077645,33,47.93388429752066,56.896551724137936
2025,WR,Skill,Georgia,SEC,72.125,179,9.0,77.0,4.36,38.0,20,127.0,6.82,4.19,1,22.091,82.861,79.935,73.308,59.572,1,0,Rounds 4-5,0,0.22863649650594342,33,48.34710743801653,56.896551724137936
2024,WR,Skill,USC,Pac-12,74.375,208,9.625,78.0,4.5,36.5,13,119.0,6.86,4.12,1,13.091,69.753,82.697,42.068,66.367,0,0,Rounds 6-7,1,0.227997618227178,34,48.760330578512395,58.620689655172406
2025,WR,Skill,Oregon,Big Ten,74.125,205,9.75,78.5,4.57,32.0,12,123.0,7.04,4.54,1,21.125,85.854,85.403,73.779,53.859,1,0,Undrafted,0,0.22797293864862211,34,49.17355371900827,58.620689655172406
2025,CB,Secondary,Iowa State,Big 12,74.875,195,9.0,80.0,4.3,36.5,11,131.0,6.71,4.04,1,10.15,66.812,63.385,63.427,52.51,0,0,Rounds 2-3,0,0.22785685276077944,34,49.586776859504134,58.620689655172406
2023,CB,Secondary,Stanford,Pac-12,72.0,191,9.75,76.625,4.52,36.0,15,131.0,6.51,4.27,1,-3.917,38.149,36.614,44.176,50.17,0,0,Rounds 4-5,0,0.22764072086551435,34,50.0,58.620689655172406
2025,IOL,OL,West Virginia,Big 12,78.5,313,10.25,79.5,5.27,30.0,33,108.0,8.19,4.69,1,1.795,52.984,64.597,35.526,62.429,0,0,Rounds 2-3,0,0.22721687346841757,34,50.413223140495866,58.620689655172406
2025,EDGE,DL,Ole Miss,SEC,77.875,274,9.125,82.75,5.45,24.5,30,138.0,8.19,4.97,0,20.608,84.235,76.596,81.866,47.73,1,0,Undrafted,0,0.2272147920457167,34,50.82644628099173,58.620689655172406
2024,LB,LB,Michigan,Big Ten,71.375,233,8.5,78.0,4.62,34.5,18,119.0,7.26,4.63,0,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 6-7,1,0.2267405653011212,35,51.2396694214876,60.3448275862069
2023,EDGE,DL,Nebraska,Big Ten,76.75,250,10.75,83.375,4.74,33.5,21,118.0,7.18,4.38,1,-0.651,40.694,43.713,40.707,51.926,0,0,Rounds 6-7,1,0.22670602090246705,36,51.652892561983464,62.06896551724138
2025,DL,DL,Texas,SEC,77.625,332,10.0,85.0,4.28,26.0,11,96.0,6.65,4.97,1,26.107,88.25,73.85,92.32,35.538,0,0,Rounds 2-3,0,0.22627174567534925,36,52.066115702479344,62.06896551724138
2024,K,Special Teams,Arkansas,SEC,73.0,172,9.25,73.625,4.29,39.0,13,130.0,6.69,4.06,0,2.225,47.846,34.458,61.741,53.372,0,0,Rounds 6-7,1,0.22576819039092216,37,52.47933884297521,63.793103448275865
2024,QB,Skill,Michigan,Big Ten,74.5,219,9.0,75.875,4.81,32.5,17,114.0,6.82,4.23,1,27.625,94.395,88.226,91.352,54.858,0,0,Round 1,0,0.22573263926121545,37,52.892561983471076,63.793103448275865
2025,S,Secondary,Texas,SEC,71.25,186,9.0,75.375,4.45,40.36,17,121.4,6.65,4.03,1,26.107,88.25,73.85,92.32,35.538,0,0,Rounds 2-3,0,0.2257296591926331,37,53.30578512396694,63.793103448275865
2024,IOL,OL,Michigan,Big Ten,76.125,309,10.625,84.75,5.15,29.5,28,109.0,7.7,4.61,0,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 6-7,1,0.22545855257806247,38,53.71900826446281,65.51724137931035
2025,WR,Skill,Texas,SEC,71.0,191,9.5,76.375,4.29,27.78,11,115.1,6.65,4.03,1,26.107,88.25,73.85,92.32,35.538,0,0,Round 1,0,0.2253692931693142,38,54.132231404958674,65.51724137931035
2023,RB,Skill,Kentucky,SEC,72.0,217,8.625,73.625,4.55,34.5,20,122.0,6.92,4.4,0,5.824,59.284,46.761,72.541,34.773,0,0,Rounds 6-7,1,0.22525069887268284,39,54.54545454545454,67.24137931034483
2025,WR,Skill,Notre Dame,FBS Independent,75.0,201,9.5,79.5,4.49,38.37,19,123.0,7.02,4.42,0,25.305,88.314,78.053,88.226,42.499,0,0,Undrafted,0,0.2251460117139188,39,54.958677685950406,67.24137931034483
2023,IOL,OL,Old Dominion,Sun Belt,78.25,318,10.25,81.25,5.21,31.0,20,111.0,7.57,4.69,1,-10.538,30.819,27.542,38.624,55.322,0,0,Rounds 4-5,0,0.2242706252985548,39,55.371900826446286,67.24137931034483
2025,LB,LB,California,ACC,73.875,233,9.375,75.375,4.6,40.0,26,125.0,7.28,4.03,1,4.302,57.687,45.477,64.264,58.117,0,0,Rounds 4-5,0,0.22346292460706696,39,55.78512396694215,67.24137931034483
2023,CB,Secondary,Houston,AAC,72.0,195,9.5,78.0,4.53,37.5,15,125.0,6.97,4.52,1,4.061,51.527,62.603,38.496,54.875,0,0,Rounds 6-7,1,0.22323682030808512,40,56.19834710743802,68.96551724137932
2024,CB,Secondary,Georgia,SEC,71.5,186,8.875,73.75,4.52,37.0,15,126.0,6.62,4.12,1,24.777,87.417,88.149,74.455,48.128,1,0,Rounds 2-3,0,0.2228841387106446,40,56.611570247933884,68.96551724137932
2025,LB,LB,Indiana,Big Ten,72.625,218,9.534,79.875,4.38,35.0,11,127.0,7.24,4.03,1,18.73,83.71,85.132,72.021,40.91,1,0,Undrafted,0,0.2214097454398568,40,57.02479338842975,68.96551724137932
2023,LS,Special Teams,Central Florida,AAC,76.0,240,9.625,78.375,5.06,30.0,12,114.0,7.27,4.46,1,6.904,61.732,66.565,49.575,55.483,0,0,Undrafted,0,0.22067797114259666,40,57.438016528925615,68.96551724137932
2024,S,Secondary,Georgia,SEC,70.5,198,9.0,73.875,4.47,37.0,17,123.0,7.03,5.04,1,24.777,87.417,88.149,74.455,48.128,1,0,Rounds 2-3,0,0.2199980603617867,40,57.85123966942148,68.96551724137932
2023,WR,Skill,Fresno St.,Mountain West,71.125,172,8.875,74.75,4.4,34.5,12,121.0,6.91,4.29,1,3.726,61.671,58.399,57.283,60.117,0,0,Undrafted,0,0.21943355386926386,40,58.26446280991735,68.96551724137932
2023,EDGE,DL,Oregon,Pac-12,76.0,260,9.0,80.125,4.49,32.0,28,110.0,7.37,4.44,1,14.225,78.17,81.614,63.631,42.699,0,0,Rounds 2-3,0,0.21933859218799878,40,58.67768595041323,68.96551724137932
2023,WR,Skill,Penn St.,Big Ten,70.0,204,10.125,72.0,4.52,35.5,16,123.0,6.94,4.29,1,19.477,82.964,71.335,83.462,50.595,0,0,Rounds 6-7,1,0.2193139232628486,41,59.09090909090909,70.6896551724138
2024,IOL,OL,TCU,Big 12,76.5,313,10.75,84.0,4.99,34.0,30,114.0,7.58,4.54,1,9.511,59.244,64.411,51.426,45.245,0,0,Rounds 2-3,0,0.21911949198537206,41,59.50413223140496,70.6896551724138
2023,DL,DL,Mississippi St.,SEC,75.0,304,10.0,82.0,5.1,29.5,24,109.0,7.6,4.79,1,13.237,75.362,59.938,76.598,66.986,0,0,Rounds 4-5,0,0.218231362091999,41,59.917355371900825,70.6896551724138
2024,CB,Secondary,Michigan,Big Ten,71.125,185,8.875,75.625,4.39,34.5,13,120.0,6.94,4.35,1,27.625,94.395,88.226,91.352,54.858,0,0,Undrafted,0,0.2176737303794095,41,60.33057851239669,70.6896551724138
2023,EDGE,DL,Iowa St.,Big 12,74.5,269,9.25,82.0,4.68,33.0,20,117.0,7.43,4.52,1,6.28,57.494,40.857,78.383,33.853,0,0,Undrafted,0,0.2175412973201306,41,60.74380165289256,70.6896551724138
2024,IOL,OL,South Dakota St.,MVFC,76.25,309,10.0,81.625,5.08,35.5,31,117.0,7.59,4.45,1,12.286,67.318,67.025,63.252,53.648,0,0,Rounds 4-5,0,0.21727008779372836,41,61.15702479338842,70.6896551724138
2023,IOL,OL,Florida,SEC,77.0,330,11.25,83.875,5.31,23.5,20,101.0,7.99,4.81,1,7.555,60.994,69.396,49.078,49.533,0,0,Rounds 2-3,0,0.2172046243232761,41,61.57024793388429,70.6896551724138
2024,EDGE,DL,Washington St.,Pac-12,75.875,264,9.75,78.75,4.69,33.5,21,114.0,7.07,4.48,1,3.221,62.169,54.667,62.054,59.872,0,0,Rounds 4-5,0,0.21715787696141164,41,61.98347107438017,70.6896551724138
2025,RB,Skill,Oregon,Big Ten,69.5,205,9.5,73.75,4.55,37.18,33,115.6,7.03,4.03,1,21.125,85.854,85.403,73.779,53.859,1,0,Rounds 4-5,0,0.2165968604624945,41,62.396694214876035,70.6896551724138
2023,QB,Skill,Houston,AAC,74.5,220,9.375,75.625,4.64,37.5,20,122.0,6.89,4.25,1,4.061,51.527,62.603,38.496,54.875,0,0,Rounds 4-5,0,0.21603028600713503,41,62.8099173553719,70.6896551724138
2025,EDGE,DL,Brigham Young,Big 12,77.625,271,9.375,81.0,4.78,34.0,27,120.0,7.21,4.54,1,9.307,74.278,67.062,70.631,58.08,0,0,Undrafted,0,0.21585016281494485,41,63.22314049586777,70.6896551724138
2024,DL,DL,Duke,ACC,74.375,302,10.25,79.125,4.99,32.0,27,109.0,7.95,4.75,1,8.778,68.7,63.774,63.667,60.347,0,0,Rounds 2-3,0,0.21567992260112867,41,63.63636363636363,70.6896551724138
2024,OT,OL,Howard,MEAC,79.75,353,9.75,85.5,5.35,27.5,31,105.0,7.5,4.41,1,10.624,67.994,66.593,60.836,53.823,0,0,Undrafted,0,0.21511177623068234,41,64.0495867768595,70.6896551724138
2024,DL,DL,Iowa,Big Ten,77.375,281,10.25,78.875,5.05,31.5,25,114.0,7.16,4.37,1,6.086,61.244,18.216,86.165,61.239,0,0,Rounds 6-7,1,0.21510994171006348,42,64.46280991735537,72.41379310344827
2025,WR,Skill,Missouri,SEC,75.0,200,9.5,78.375,4.56,31.0,17,117.0,6.84,4.03,1,12.197,68.028,61.356,72.874,37.108,0,0,Undrafted,0,0.21480149279437796,42,64.87603305785123,72.41379310344827
2025,DL,DL,Nebraska,Big Ten,77.125,288,10.0,79.0,4.83,33.5,28,119.0,7.58,4.5,1,6.154,64.984,58.011,69.664,41.381,0,0,Rounds 4-5,0,0.2143144365023988,42,65.28925619834712,72.41379310344827
2025,EDGE,DL,Boston College,ACC,74.5,248,9.25,82.75,4.28,35.5,22,119.0,6.94,4.19,1,4.829,61.35,56.657,64.403,40.228,0,0,Rounds 2-3,0,0.214087110038491,42,65.70247933884298,72.41379310344827
2025,LB,LB,Rutgers,Big Ten,76.625,239,9.0,82.375,4.28,43.0,33,123.2,7.59,4.2,0,3.857,55.405,64.09,40.753,58.771,0,0,Undrafted,0,0.21391777784079735,42,66.11570247933885,72.41379310344827
2024,TE,Skill,Washington,Pac-12,75.125,231,9.25,78.5,4.47,35.0,28,121.0,6.99,4.39,1,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 6-7,1,0.21387780119460764,43,66.52892561983471,74.13793103448276
2023,CB,Secondary,Iowa,Big Ten,72.0,205,9.25,77.125,4.62,35.5,18,118.0,6.99,4.17,1,7.409,67.111,21.369,88.288,70.495,0,0,Undrafted,0,0.21364333237467337,43,66.94214876033058,74.13793103448276
2025,TE,Skill,LSU,SEC,77.125,251,10.0,78.75,4.28,24.5,33,110.7,6.65,4.97,0,13.515,71.849,75.763,61.497,39.011,0,0,Rounds 2-3,0,0.21334132835470426,43,67.35537190082644,74.13793103448276
2024,RB,Skill,Ohio St.,Big Ten,68.5,229,9.0,69.625,4.56,36.0,22,119.0,7.25,4.26,0,27.485,89.569,83.397,86.658,44.2,1,0,Undrafted,0,0.21333944823230022,43,67.76859504132231,74.13793103448276
2023,TE,Skill,Georgia,SEC,78.625,264,11.0,83.75,4.64,31.0,21,122.0,6.75,4.08,1,29.908,93.511,90.791,87.647,45.406,0,0,Rounds 2-3,0,0.2128507033421596,43,68.18181818181817,74.13793103448276
2024,IOL,OL,Arkansas,SEC,77.25,304,9.5,77.875,5.31,29.0,26,110.0,7.57,4.47,1,2.225,47.846,34.458,61.741,53.372,0,0,Undrafted,0,0.21255489503864466,43,68.59504132231406,74.13793103448276
2023,TE,Skill,Utah,Pac-12,76.0,246,10.25,78.375,4.67,35.0,21,120.0,7.37,4.3,0,19.146,79.905,74.866,74.068,53.378,0,0,Round 1,0,0.2122705371663517,43,69.00826446280992,74.13793103448276
2025,IOL,OL,Clemson,ACC,77.25,321,9.0,80.875,5.45,24.5,11,113.3,6.77,4.03,0,14.768,79.193,79.078,73.333,36.319,0,0,Undrafted,0,0.21140002727934656,43,69.42148760330579,74.13793103448276
2024,TE,Skill,Texas,Big 12,75.875,245,10.125,78.25,4.69,35.0,28,121.0,7.04,4.32,1,23.196,86.583,76.615,83.977,60.972,1,0,Rounds 4-5,0,0.21125779955090473,43,69.83471074380165,74.13793103448276
2024,CB,Secondary,South Carolina,SEC,71.75,190,8.875,77.625,4.46,40.5,15,129.0,6.94,4.19,1,6.054,55.105,53.866,54.724,48.937,0,0,Rounds 6-7,1,0.21097702767668647,44,70.24793388429752,75.86206896551724
2023,WR,Skill,Mississippi,SEC,73.75,220,10.375,75.75,4.46,39.5,22,129.0,6.96,4.29,1,12.342,68.271,72.487,57.125,45.454,0,0,Rounds 2-3,0,0.21026232897547992,44,70.66115702479338,75.86206896551724
2024,C,OL,Oklahoma,Big 12,76.0,314,10.0,78.75,5.42,24.5,24,95.0,7.41,4.33,1,22.492,84.142,84.36,76.697,33.868,0,0,Undrafted,0,0.2101509428871079,44,71.07438016528926,75.86206896551724
2025,DL,DL,Georgia Tech,ACC,77.5,321,10.25,85.125,5.14,34.5,11,111.0,6.65,4.03,1,7.402,66.705,72.242,58.501,35.797,0,0,Rounds 6-7,1,0.21001085249442175,45,71.48760330578511,77.58620689655173
2024,S,Secondary,Auburn,SEC,71.625,179,9.875,76.625,4.45,39.5,13,133.0,7.22,5.94,1,8.916,67.536,49.076,72.965,65.063,0,0,Rounds 6-7,1,0.20815223846863307,46,71.900826446281,79.3103448275862
2023,WR,Skill,Charlotte,Conference USA,74.0,201,9.5,77.875,4.57,35.0,17,125.0,6.89,4.32,1,-17.759,17.839,41.399,10.816,49.466,0,0,Rounds 6-7,1,0.20721467943816144,47,72.31404958677686,81.03448275862068
2024,WR,Skill,Southeast Missouri St.,OVC-Big South,72.75,202,10.125,76.125,4.44,39.5,19,132.0,6.85,4.12,1,10.257,67.367,64.253,63.204,55.565,0,0,Rounds 6-7,1,0.2064113923612214,48,72.72727272727273,82.75862068965517
2023,CB,Secondary,Utah,Pac-12,69.0,184,9.125,70.375,4.51,33.0,18,133.0,6.51,4.32,1,19.146,79.905,74.866,74.068,53.378,0,0,Rounds 4-5,0,0.2053185902933341,48,73.14049586776859,82.75862068965517
2025,WR,Skill,San Jose St.,Mountain West,74.5,203,8.625,76.5,4.57,34.0,16,123.0,7.41,4.47,1,-5.133,42.709,44.903,47.684,35.133,0,0,Undrafted,0,0.20231735106591672,48,73.55371900826447,82.75862068965517
2023,EDGE,DL,Georgia,SEC,75.75,247,10.125,82.25,4.48,30.0,23,123.0,7.35,4.45,1,29.908,93.511,90.791,87.647,45.406,0,0,Rounds 6-7,1,0.20154379108333598,49,73.96694214876032,84.48275862068965
2024,EDGE,DL,Missouri,SEC,77.125,285,10.625,84.375,4.95,35.0,21,111.0,7.44,4.84,1,15.277,78.168,79.322,67.958,47.09,0,0,Round 1,0,0.20120102921166882,49,74.3801652892562,84.48275862068965
2025,WR,Skill,Tennessee,SEC,74.5,209,10.0,78.5,4.33,42.99,14,123.6,6.65,4.03,0,20.786,83.706,67.16,87.119,52.677,0,0,Undrafted,0,0.19880532681332863,49,74.79338842975206,84.48275862068965
2023,TE,Skill,Alabama,SEC,76.0,242,9.5,79.125,4.67,35.5,21,120.0,7.36,4.32,0,27.296,89.526,85.539,81.093,61.676,1,0,Rounds 4-5,0,0.19874266520986017,49,75.20661157024794,84.48275862068965
2023,OT,OL,Maryland,Big Ten,77.625,306,9.375,79.125,5.1,31.5,20,113.0,7.6,4.69,1,7.842,61.934,61.039,57.849,51.968,0,0,Rounds 6-7,1,0.19818543473726813,50,75.6198347107438,86.20689655172413
2024,OT,OL,Arizona,Pac-12,77.0,311,10.875,81.375,5.04,28.0,27,110.0,8.02,4.72,1,11.44,73.172,77.614,56.651,58.122,0,0,Round 1,0,0.19798281912892501,50,76.03305785123968,86.20689655172413
2025,EDGE,DL,Central Arkansas,UAC,72.875,263,9.25,77.5,4.69,35.0,26,118.0,7.15,4.39,1,12.036,70.585,65.506,67.645,49.236,0,0,Rounds 4-5,0,0.19636454566410588,50,76.44628099173553,86.20689655172413
2025,CB,Secondary,Western Michigan,MAC,73.25,190,9.0,75.5,4.43,26.41,16,124.0,6.65,4.03,1,-10.952,37.661,53.267,24.968,62.263,0,0,Rounds 6-7,1,0.19555019330185078,51,76.85950413223141,87.93103448275862
2025,EDGE,DL,Miami,ACC,76.625,258,10.0,80.25,4.62,35.5,19,121.0,6.65,4.16,1,17.338,77.097,87.084,52.889,41.286,1,0,Rounds 6-7,1,0.19493742650333667,52,77.27272727272727,89.65517241379311
2024,CB,Secondary,Kentucky,SEC,70.75,190,8.75,75.0,4.48,42.0,15,135.0,6.95,3.94,1,7.33,63.962,60.477,61.626,52.112,0,0,Rounds 2-3,0,0.19488371062212284,52,77.68595041322314,89.65517241379311
2025,DL,DL,North Carolina,ACC,76.25,294,10.25,81.125,4.28,35.5,26,114.0,8.19,4.03,1,2.602,50.555,55.402,46.067,47.749,0,0,Undrafted,0,0.19329049259454456,52,78.099173553719,89.65517241379311
2024,DL,DL,Ohio St.,Big Ten,74.75,290,10.0,81.125,4.97,31.0,27,111.0,7.65,4.61,0,27.485,89.569,83.397,86.658,44.2,1,0,Rounds 2-3,0,0.19208215603796508,52,78.51239669421489,89.65517241379311
2025,TE,Skill,South Carolina,SEC,76.125,239,10.125,83.0,4.65,38.0,33,124.0,7.22,4.4,1,14.834,76.206,60.762,80.864,51.02,0,0,Undrafted,0,0.1918172280599909,52,78.92561983471074,89.65517241379311
2025,WR,Skill,Arizona,Big 12,76.125,219,10.0,77.875,4.68,32.15,15,121.5,6.94,4.19,0,-3.385,38.477,43.057,38.791,48.852,0,1,Round 1,0,0.19060257622289944,52,79.33884297520662,89.65517241379311
2024,S,Secondary,Washington,Pac-12,74.375,215,10.0,79.875,4.51,39.0,16,122.0,6.83,4.14,1,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 6-7,1,0.190375174865823,53,79.75206611570248,91.37931034482759
2024,RB,Skill,Notre Dame,FBS Independent,71.375,221,10.25,76.5,4.71,38.0,23,125.0,7.0,4.25,1,20.776,83.947,78.304,77.941,57.082,1,0,Rounds 4-5,0,0.18877666576123409,53,80.16528925619835,91.37931034482759
2023,OT,OL,Georgia,SEC,77.375,311,10.625,82.75,4.97,30.0,20,108.0,7.6,4.69,1,29.908,93.511,90.791,87.647,45.406,0,0,Round 1,0,0.1862051074262676,53,80.57851239669421,91.37931034482759
2023,DL,DL,Texas,Big 12,74.625,292,10.375,83.375,5.04,33.0,29,112.0,7.53,4.75,1,19.379,79.1,73.758,70.57,66.449,1,0,Rounds 6-7,1,0.1852859586354767,54,80.99173553719008,93.10344827586206
2025,WR,Skill,Missouri,SEC,72.0,206,8.5,76.5,4.41,29.17,12,115.9,7.33,4.11,1,12.197,68.028,61.356,72.874,37.108,0,1,Rounds 2-3,0,0.18409809898255236,54,81.40495867768594,93.10344827586206
2023,CB,Secondary,Iowa,Big Ten,72.625,193,9.5,74.125,4.45,39.0,12,127.0,6.68,4.29,1,7.409,67.111,21.369,88.288,70.495,0,0,Rounds 2-3,0,0.18115541588600004,54,81.81818181818183,93.10344827586206
2024,OT,OL,Notre Dame,FBS Independent,77.75,310,10.0,83.0,5.2,28.0,28,114.0,7.76,4.73,1,20.776,83.947,78.304,77.941,57.082,1,0,Rounds 2-3,0,0.17881209011072552,54,82.23140495867769,93.10344827586206
2024,OT,OL,Georgia,SEC,79.75,340,11.25,86.75,5.07,25.5,30,111.0,7.46,4.41,1,24.777,87.417,88.149,74.455,48.128,1,0,Round 1,0,0.17878835224393408,54,82.64462809917356,93.10344827586206
2024,WR,Skill,Texas,Big 12,73.25,205,9.0,77.625,4.34,39.5,19,136.0,6.84,4.11,1,23.196,86.583,76.615,83.977,60.972,1,0,Rounds 2-3,0,0.17500184432883192,54,83.05785123966942,93.10344827586206
2024,LB,LB,Penn St.,Big Ten,73.375,241,10.25,77.75,4.58,35.0,18,124.0,7.45,4.74,1,25.618,85.731,66.931,89.424,64.921,1,0,Undrafted,0,0.17451291256926837,54,83.47107438016529,93.10344827586206
2024,IOL,OL,Liberty,Conference USA,75.25,322,10.25,81.125,5.5,24.0,26,96.0,8.26,4.97,1,3.816,67.732,83.531,42.547,34.869,0,0,Undrafted,0,0.17431828180280898,54,83.88429752066115,93.10344827586206
2025,LB,LB,Georgia,SEC,73.0,243,10.25,79.875,4.75,24.5,11,115.3,6.88,4.03,0,22.091,82.861,79.935,73.308,59.572,1,1,Round 1,0,0.1727249628112123,54,84.29752066115702,93.10344827586206
2025,RB,Skill,Ohio State,Big Ten,70.125,202,9.5,76.125,4.43,38.5,11,128.0,6.65,4.97,1,24.823,87.333,80.443,83.601,49.523,1,0,Rounds 2-3,0,0.17221224456928041,54,84.71074380165288,93.10344827586206
2025,EDGE,DL,South Carolina,SEC,76.0,254,9.625,81.5,4.73,30.43,23,138.0,6.65,4.97,1,14.834,76.206,60.762,80.864,51.02,0,0,Rounds 4-5,0,0.1721454884404473,54,85.12396694214877,93.10344827586206
2024,OT,OL,Central Florida,Big 12,77.75,306,10.125,80.625,4.95,36.5,29,117.0,7.76,4.75,1,9.736,69.854,75.965,58.387,40.005,0,0,Rounds 6-7,1,0.169598531584502,55,85.53719008264463,94.82758620689656
2025,TE,Skill,Alabama,SEC,75.0,274,9.625,78.25,4.91,34.0,26,119.0,7.34,4.45,1,23.933,85.057,77.281,79.955,59.628,1,0,Rounds 6-7,1,0.1687055680652364,56,85.9504132231405,96.55172413793103
2024,LB,LB,Washington,Pac-12,72.5,236,9.25,79.625,4.56,39.5,18,128.0,7.32,5.27,1,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 4-5,0,0.16836351403014094,56,86.36363636363636,96.55172413793103
2024,CB,Secondary,Notre Dame,FBS Independent,75.0,202,9.375,78.875,4.5,39.5,11,130.0,7.12,4.24,1,20.776,83.947,78.304,77.941,57.082,1,0,Rounds 4-5,0,0.16685769001736916,56,86.77685950413223,96.55172413793103
2025,EDGE,DL,Arkansas,SEC,78.0,264,10.0,83.625,4.68,40.5,28,129.0,7.02,4.97,1,8.19,65.787,60.714,66.155,45.94,0,0,Rounds 2-3,0,0.16277305484797577,56,87.19008264462809,96.55172413793103
2024,S,Secondary,Texas Tech,Big 12,74.375,216,9.125,79.125,4.51,41.0,24,146.0,6.81,4.04,1,6.237,62.556,51.102,66.311,59.243,0,0,Undrafted,0,0.15666779315234414,56,87.60330578512396,96.55172413793103
2023,CB,Secondary,Michigan,Big Ten,71.25,178,9.625,73.375,4.26,38.5,12,131.0,6.51,4.28,1,23.62,85.085,79.485,79.2,57.128,1,0,Rounds 2-3,0,0.15630925488468583,56,88.01652892561982,96.55172413793103
2024,EDGE,DL,Penn St.,Big Ten,76.375,247,9.625,81.0,4.74,34.5,23,123.0,7.42,4.6,1,25.618,85.731,66.931,89.424,64.921,1,0,Rounds 2-3,0,0.15020318791751575,56,88.42975206611571,96.55172413793103
2024,LB,LB,North Carolina St.,ACC,75.875,233,9.0,75.75,4.43,34.5,18,119.0,7.29,4.43,1,6.943,65.952,47.142,75.741,57.991,0,1,Rounds 4-5,0,0.14177617864357772,56,88.84297520661157,96.55172413793103
2025,DL,DL,Kentucky,SEC,79.375,331,10.5,84.125,5.45,25.0,33,104.0,6.65,4.03,1,4.707,54.684,41.39,62.472,62.769,0,1,Rounds 4-5,0,0.13397211420708965,56,89.25619834710744,96.55172413793103
2025,CB,Secondary,Colorado,Big 12,72.375,188,9.125,76.875,4.43,43.0,12,105.0,8.19,4.94,0,12.691,74.938,72.644,69.84,45.06,0,1,Round 1,0,0.12461601315777271,56,89.6694214876033,96.55172413793103
2024,S,Secondary,Minnesota,Big Ten,73.25,199,9.0,77.5,4.52,37.0,14,124.0,7.01,4.98,0,-0.564,45.156,45.237,46.429,51.196,0,1,Rounds 2-3,0,0.12247848234288305,56,90.08264462809917,96.55172413793103
2023,LB,LB,Cincinnati,AAC,70.5,231,9.5,72.0,4.55,33.5,22,119.0,7.44,4.41,0,6.451,60.989,44.607,64.989,69.829,0,1,Undrafted,0,0.12191310932545896,56,90.49586776859503,96.55172413793103
2025,DL,DL,Alabama,SEC,76.375,302,10.375,81.625,4.28,24.5,33,138.0,6.65,4.6,0,23.933,85.057,77.281,79.955,59.628,1,0,Rounds 6-7,1,0.11781708654675671,57,90.9090909090909,98.27586206896551
2024,OT,OL,Penn St.,Big Ten,76.875,314,10.75,82.625,5.15,31.0,30,116.0,7.92,4.64,1,25.618,85.731,66.931,89.424,64.921,1,0,Rounds 2-3,0,0.11161834389053849,57,91.32231404958677,98.27586206896551
2025,RB,Skill,Miami,ACC,71.625,217,9.5,75.25,4.51,35.0,33,124.0,6.95,4.97,1,17.338,77.097,87.084,52.889,41.286,1,1,Rounds 6-7,1,0.09964758739818946,58,91.73553719008265,100.0
2025,IOL,OL,Ohio State,Big Ten,75.625,315,9.75,83.75,4.28,24.5,11,102.1,6.65,4.03,0,24.823,87.333,80.443,83.601,49.523,1,1,Round 1,0,0.09946154743916291,58,92.14876033057851,100.0
2024,QB,Skill,Washington,Pac-12,74.25,216,10.5,81.0,4.79,32.5,17,112.0,7.04,4.26,0,17.544,82.666,86.101,64.802,60.593,0,1,Round 1,0,0.09660944700194152,58,92.56198347107438,100.0
2025,EDGE,DL,Alabama,SEC,76.25,243,9.5,80.125,5.05,43.0,23,138.0,8.19,4.97,0,23.933,85.057,77.281,79.955,59.628,1,0,Rounds 4-5,0,0.09182727863895646,58,92.97520661157024,100.0
2025,EDGE,DL,Texas A&M,SEC,74.75,257,10.0,80.875,4.28,35.8,15,93.0,6.65,4.03,0,14.297,76.763,68.737,71.579,64.836,1,1,Rounds 2-3,0,0.09176678299401742,58,93.38842975206612,100.0
2025,DL,DL,Texas A&M,SEC,75.125,290,10.25,81.125,5.45,43.0,33,138.0,6.65,4.97,0,14.297,76.763,68.737,71.579,64.836,1,0,Rounds 2-3,0,0.08230133845729537,58,93.80165289256198,100.0
2023,DL,DL,Georgia,SEC,75.0,314,10.25,81.0,5.13,29.0,25,106.0,7.65,4.82,0,29.908,93.511,90.791,87.647,45.406,0,1,Round 1,0,0.07974355659679933,58,94.21487603305785,100.0
